class,filename,split
0,4c0f1ae5-e2bd-4b6d-836b-568d30345920,train
1,ca7128f1-9bf4-430c-8f08-fca11ac7a8ad,train
0,2d3d3eb5-26d1-40ab-b15e-19133438a819,train
0,82b9a367-f019-4c04-8587-58a6f5d61846,train
1,2d0609e2-619c-4f81-bfd8-158895c9f7f6,val
0,93c2ddff-271c-4358-aa05-32d41ed36aaf,train
0,c742db54-225b-49e7-8998-e38026cda34d,val
0,59125242-1dc8-4533-8004-fb9c6efc1baa,train
2,4d0e42b5-06dc-4c3b-a746-4f31f11d9b1d,train
1,2c83a5b2-c820-4f74-b3d8-ec3919a5f66a,train
0,5de05155-274d-4310-83bd-4f24e00af6ee,train
0,17ac296c-a51d-4e6b-a656-c82bc1178ae9,train
2,0266cf4d-1d71-43e2-846b-6a1f96ca4a01,train
0,4e1d107e-a35f-4762-9d58-4358dbec606b,train
0,30f66bb0-ec5a-4698-83c1-d776b6b0b94d,train
2,82583ba0-73b8-4ce2-a8f5-912566b8b92b,train
2,051429db-95a1-417c-ac09-de4efe0b9fe1,train
2,393905a9-ff72-4147-af6f-5d80b0687caf,train
0,078fd4b6-1f4a-4483-8f67-095a21cadb60,train
0,45904900-cef9-4b66-af9b-673bf192419a,train
2,63021f10-24a2-4d7a-a02c-1fe8b8e7ae95,train
0,d13023f5-3316-406f-bd25-346f932d324c,train
1,0e0b7e6e-4078-4084-b6d8-5dcaa884c67c,train
2,894a315e-1fbf-40a8-906d-5951a84aff65,train
0,5968a969-43ef-44ac-940c-8df869b7d91d,train
2,3a14c446-3ec2-44aa-8125-6c5609531852,val
0,2259a523-4f0c-4f73-81df-fbdfb0b2415f,train
0,1461bbee-0b56-4e43-a1cc-db54e14bfc93,train
1,be77a766-c02c-4b87-afaf-866bd2f600d8,train
0,47fda244-af1b-4047-a3b8-29e8feb5b4f7,val
0,55256b33-3109-4771-9ad9-e57e2e708287,train
0,63a129a2-c7af-4696-bb99-69d7e8fe04e7,val
0,935bfdac-fee1-44c4-ae2f-d4629ae7792e,train
0,4cda64e1-1aee-4e25-93ab-504a531d15ac,val
2,9d213b9e-d6c0-490e-b829-2c1d4291ffac,train
0,4df4c0c4-7564-48b3-a0e2-abfeb589ad19,train
0,45ac9d6a-ce83-4057-9d73-a351a8c1b77e,train
0,4d47189e-a279-4ef4-b1fb-326b71016420,train
2,743f4b54-f615-4511-84f5-0c202da9a843,train
0,d78367a7-ee59-4096-b7e0-0fb6e61caf10,train
1,6ee84288-0e2a-4cb3-8bda-54cfc162a9c8,train
1,27905db3-6730-491e-9b67-d1529f0f75d5,train
0,9231efca-c8f9-4b6d-b304-d548f0c70922,train
1,acbbcfa8-90c4-408a-966a-294b7b30eca3,train
2,4cbfc2fe-193c-47a1-8f77-0780d36998f2,train
0,1d3abfb0-92a2-40e0-9898-9a1c66cdb51a,train
0,6fe56db2-4974-478a-a690-b33eb5e09acc,train
0,dd7df964-0ff2-4b5c-a540-6795590357f4,val
1,2cd446be-9d6b-49b0-b1d7-3e257c4fdcb2,train
0,4c3dfaa1-f88f-4c89-990a-b4340d99dd34,train
0,cbeaeba5-7d4d-4bdb-9d4a-be55beaca437,train
0,bea2ed18-bacf-443b-a277-b0d26479d236,train
1,9ae213d2-e717-470d-93dc-f4e6f46d5425,train
1,9e3c9653-1812-4591-92d0-0a02a08705aa,val
0,6fc7fb7f-461d-4ba2-8ed5-c124291a8bea,train
